15.28,4.88,4.86,4.65,12.00,769.50,763.64,0.17,0.01,1533140.62
15.35,4.90,4.88,4.65,12.00,777.60,769.50,0.23,0.01,1547100.00
15.42,4.93,4.90,4.65,12.00,785.70,777.07,0.24,0.01,1562769.50
15.48,4.91,4.89,4.65,12.00,780.26,775.00,0.15,0.01,1555263.25
15.55,4.90,4.88,4.65,12.00,777.60,769.50,0.23,0.01,1547100.00
15.62,4.90,4.90,4.65,12.00,776.65,777.09,-0.01,-0.00,1553735.25
15.69,4.93,4.89,4.65,12.00,785.70,773.74,0.33,0.02,1559444.00
15.75,4.93,4.93,4.65,12.00,785.70,785.70,0.00,0.00,1571400.12
15.82,4.93,4.91,4.66,12.00,785.70,781.35,0.13,0.01,1567053.12
15.89,4.93,4.90,4.67,12.00,787.66,777.60,0.28,0.01,1565263.75
15.96,4.93,4.93,4.67,12.00,785.70,787.09,-0.04,-0.00,1572793.50
16.02,4.90,4.93,4.67,12.00,779.15,788.05,-0.25,-0.01,1567203.50
16.09,4.93,4.93,4.67,12.00,786.99,785.70,0.04,0.00,1572690.62
16.16,4.97,4.93,4.67,12.00,800.72,785.70,0.40,0.02,1586420.25
16.23,4.96,4.93,4.66,12.00,795.78,787.92,0.22,0.01,1583704.25
16.29,4.94,4.93,4.66,12.00,790.09,785.70,0.13,0.01,1575786.50
16.36,4.93,4.95,4.67,12.00,785.70,793.99,-0.23,-0.01,1579690.12
16.43,4.95,4.93,4.67,12.00,793.80,785.70,0.23,0.01,1579500.12
16.50,4.96,4.94,4.71,12.00,795.92,791.22,0.13,0.01,1587140.62
16.57,4.93,4.95,4.68,12.00,787.50,793.80,-0.18,-0.01,1581297.25
16.63,4.95,4.95,4.67,12.00,793.75,794.09,-0.01,-0.00,1587845.50
16.70,4.96,4.93,4.67,12.00,796.35,785.70,0.29,0.01,1582049.50
16.77,4.94,4.93,4.67,12.00,791.03,785.70,0.15,0.01,1576728.75
16.84,4.98,4.95,4.67,12.00,801.90,793.80,0.23,0.01,1595700.00
16.90,4.94,4.95,4.67,12.00,790.13,793.80,-0.10,-0.00,1583934.12
16.97,4.97,4.97,4.67,12.00,801.86,799.41,0.07,0.00,1601266.25
17.04,4.98,4.97,4.67,12.00,801.90,798.94,0.08,0.00,1600838.75
17.11,4.97,4.95,4.67,12.00,799.19,793.85,0.15,0.01,1593039.62
17.17,4.97,4.95,4.66,12.00,799.60,793.80,0.16,0.01,1593396.00
17.24,4.98,4.94,4.66,12.00,801.90,789.96,0.33,0.02,1591859.75
17.31,4.98,4.97,4.66,12.00,801.90,799.10,0.08,0.00,1600997.00
17.38,4.98,4.95,4.66,12.00,801.90,793.80,0.23,0.01,1595700.00
17.44,4.97,4.95,4.67,12.00,801.08,793.71,0.21,0.01,1594789.50
17.51,4.94,4.96,4.67,12.00,789.19,798.17,-0.25,-0.01,1587362.50
17.58,4.95,4.97,4.66,12.00,793.80,799.33,-0.16,-0.01,1593134.62
17.65,4.97,4.95,4.66,12.00,799.05,793.80,0.15,0.01,1592849.50
17.71,4.96,4.98,4.65,12.00,796.21,801.90,-0.16,-0.01,1598107.00
17.78,4.98,4.96,4.65,12.00,803.74,798.31,0.15,0.01,1602050.00
17.85,4.98,4.94,4.65,12.00,801.90,790.59,0.31,0.01,1592485.25
17.92,4.95,4.95,4.65,12.00,793.97,793.80,0.00,0.00,1587766.37
17.98,4.97,4.95,4.65,12.00,801.75,793.76,0.22,0.01,1595509.75
18.05,5.00,4.95,4.65,12.00,809.99,793.01,0.44,0.02,1603000.25
18.12,4.95,5.00,4.64,12.00,794.22,810.00,-0.41,-0.02,1604219.50
18.19,4.97,4.99,4.65,12.00,800.13,807.50,-0.20,-0.01,1607632.25
18.25,4.99,4.98,4.65,12.00,806.95,801.90,0.14,0.01,1608851.50
18.32,4.98,5.00,4.65,12.00,801.97,810.00,-0.22,-0.01,1611971.00
18.39,4.98,5.00,4.65,12.00,801.90,809.92,-0.22,-0.01,1611820.75
18.46,4.97,4.99,4.65,12.00,801.41,806.21,-0.13,-0.01,1607616.25
18.53,5.00,4.95,4.65,12.00,810.00,793.98,0.42,0.02,1603982.00
18.59,4.98,4.97,4.65,12.00,804.29,801.88,0.07,0.00,1606175.50
18.66,4.97,5.00,4.64,12.00,798.73,810.00,-0.30,-0.01,1608732.75
18.73,4.95,4.98,4.64,12.00,795.07,801.92,-0.19,-0.01,1596998.50
18.80,4.99,4.98,4.65,12.00,805.81,801.90,0.11,0.00,1607711.37
18.86,5.00,4.98,4.65,12.00,810.00,801.90,0.22,0.01,1611899.87
18.93,4.98,4.99,4.65,12.00,801.90,806.91,-0.14,-0.01,1608811.87
19.00,5.00,4.96,4.64,12.00,809.16,798.46,0.29,0.01,1607616.37
19.07,4.99,4.97,4.65,12.00,808.24,799.86,0.23,0.01,1608099.25
19.13,4.98,5.00,4.65,12.00,804.56,809.97,-0.15,-0.01,1614528.62
19.20,5.00,4.98,4.65,12.00,810.00,804.27,0.16,0.01,1614267.37
19.27,5.00,4.96,4.64,12.00,809.03,798.61,0.28,0.01,1607640.25
19.34,5.00,4.98,4.64,12.00,810.00,801.90,0.22,0.01,1611899.87
19.40,4.98,5.00,4.65,12.00,802.18,810.00,-0.21,-0.01,1612177.00
19.47,4.97,5.00,4.64,12.00,799.18,810.00,-0.29,-0.01,1609176.12
19.54,4.98,4.98,4.64,12.00,801.90,801.97,-0.00,-0.00,1603871.00
19.61,5.00,4.99,4.64,12.00,810.00,805.91,0.11,0.01,1615906.25
19.67,4.98,5.00,4.64,12.00,802.35,810.00,-0.21,-0.01,1612351.25
19.74,4.98,4.98,4.64,12.00,801.90,803.28,-0.04,-0.00,1605177.75
19.81,4.99,4.98,4.64,12.00,806.95,801.90,0.14,0.01,1608851.50
19.88,4.99,4.98,4.64,12.00,807.28,802.27,0.14,0.01,1609548.25
19.94,4.96,5.00,4.64,12.00,795.64,810.00,-0.38,-0.02,1605636.75
20.01,4.97,4.98,4.20,12.00,801.84,804.80,-0.08,-0.00,1606634.50
20.08,5.00,4.95,4.54,12.00,810.00,793.99,0.42,0.02,1603990.00
20.15,4.98,4.98,4.62,12.00,802.03,801.90,0.00,0.00,1603926.50
20.21,4.98,4.99,4.65,12.00,801.90,806.79,-0.14,-0.01,1608693.00
20.28,4.95,4.98,4.64,12.00,793.82,803.71,-0.27,-0.01,1597529.00
20.35,5.00,4.98,4.66,12.00,810.00,801.90,0.22,0.01,1611899.87
